,Post_Content,Date,Comments_Shares,All_Responses,Brand
398,"Spring's our thing at Asda this Easter, where you can get three Easter eggs for £10. Are you ready for the hunt?
Available in-store and online: http://bit.ly/2oZppfI",March 13,844 Comments274 Shares860K Views,3K,asda
399,"Spring's our thing at Asda this Easter, where you can get three Easter eggs for £10. Are you ready for the hunt?
Available in-store and online: http://bit.ly/2oZppfI",March 13,844 Comments274 Shares860K Views,3K,asda
400,"Know someone who'd love our Easter Bunny Crumpets? 🐰
Thanks to Lucy for sharing this lovely pic on Instagram. Pick up a pack for £1: http://bit.ly/2IdNb0s",March 12,2.3K Comments973 Shares,11K,asda
401,"Know someone who'd love our Easter Bunny Crumpets? 🐰
Thanks to Lucy for sharing this lovely pic on Instagram. Pick up a pack for £1: http://bit.ly/2IdNb0s",March 12,2.3K Comments973 Shares,11K,asda
402,"Introducing our dancing daffodil!
Spring’s our thing at Asda this Easter, where you can get three Easter eggs for £10.
Available in-store and online: http://bit.ly/2p5HhWy",March 12,44 Comments27 Shares24K Views,126,asda
403,"Introducing our dancing daffodil!
Spring’s our thing at Asda this Easter, where you can get three Easter eggs for £10.
Available in-store and online: http://bit.ly/2p5HhWy",March 12,44 Comments27 Shares24K Views,126,asda
404,"Happy Mother’s Day! Our Longwell Green store’s community champion Susan says her colleague Tina was ""truly like a mum"" to her when she was diagnosed with breast cancer.
It was an especially frightening time for Susan as she'd lost her own mum to breast cancer, but Tina was a huge support through her treatment, surgery and recovery – and was one of the first to welcome her back when she returned to work at the store in Bristol. Susan said: ""Tina was absolutely amazing throughout … she’s so kind, caring, thoughtful and friendly."" Read their story and find out about some other Asda ""work mums"" here: http://bit.ly/2p2n1VB",March 11,274 Comments335 Shares,23K,asda
405,"Happy Mother’s Day! Our Longwell Green store’s community champion Susan says her colleague Tina was ""truly like a mum"" to her when she was diagnosed with breast cancer.
It was an especially frightening time for Susan as she'd lost her own mum to breast cancer, but Tina was a huge support through her treatment, surgery and recovery – and was one of the first to welcome her back when she returned to work at the store in Bristol. Susan said: ""Tina was absolutely amazing throughout … she’s so kind, caring, thoughtful and friendly."" Read their story and find out about some other Asda ""work mums"" here: http://bit.ly/2p2n1VB",March 11,274 Comments335 Shares,23K,asda
406,"In store now! Pick up your copy of our Good Living Mag for ideas to celebrate Mother's Day and Easter, as well as veggie meals, kids crafting and so much more! Go on! What are you waiting for?",March 10,47 Comments11 Shares14K Views,92,asda
407,"In store now! Pick up your copy of our Good Living Mag for ideas to celebrate Mother's Day and Easter, as well as veggie meals, kids crafting and so much more! Go on! What are you waiting for?",March 10,47 Comments11 Shares14K Views,92,asda
408,Our 3 for 2 mix and match wine deal is making headlines ahead of Mother's Day!,March 9,235 Comments171 Shares,1.4K,asda
409,Our 3 for 2 mix and match wine deal is making headlines ahead of Mother's Day!,March 9,235 Comments171 Shares,1.4K,asda
410,"Get your Mother’s Day plan sorted, with 100s of gorgeous gifts to suit any budget.
Available in-store and online.",March 8,128 Comments71 Shares,1.2K,asda
411,"Get your Mother’s Day plan sorted, with 100s of gorgeous gifts to suit any budget.
Available in-store and online.",March 8,128 Comments71 Shares,1.2K,asda
412,"Look out for these pretty Tickled Pink bouquets in store ahead of Mother's Day.
The bouquets are £5 each and 50p from each one we sell will be split equally between Breast Cancer Care and Breast Cancer Now.",March 6,133 Comments351 Shares,3.8K,asda
413,"Look out for these pretty Tickled Pink bouquets in store ahead of Mother's Day.
The bouquets are £5 each and 50p from each one we sell will be split equally between Breast Cancer Care and Breast Cancer Now.",March 6,133 Comments351 Shares,3.8K,asda
414,"Our hot cross buns are award winners! The Good Housekeeping Institute have named our Extra Special, extra fruity hot cross buns as the best tasting! Get a pack of four for just £1.20 – click here to shop now: http://bit.ly/2CPmbAs",March 5,359 Comments508 Shares,2.4K,asda
415,"Our hot cross buns are award winners! The Good Housekeeping Institute have named our Extra Special, extra fruity hot cross buns as the best tasting! Get a pack of four for just £1.20 – click here to shop now: http://bit.ly/2CPmbAs",March 5,359 Comments508 Shares,2.4K,asda
416,"Seven-year-old Alfie’s back in his favourite raccoon pyjamas after our George colleagues organised a global effort to get three new pairs specially made for him.
Alfie, who has cerebral palsy and a range of other health issues, had outgrown his much-loved fluffy fleece PJs, but they’re no longer on sale so his mum Emma put out a desperate appeal via the LittleBlueCup page on Facebook. Her appeal, with the photo on the right, was spotted by our George colleagues – and they ask...
See More",March 4,641 Comments932 Shares,19K,asda
417,"Seven-year-old Alfie’s back in his favourite raccoon pyjamas after our George colleagues organised a global effort to get three new pairs specially made for him.
Alfie, who has cerebral palsy and a range of other health issues, had outgrown his much-loved fluffy fleece PJs, but they’re no longer on sale so his mum Emma put out a desperate appeal via the LittleBlueCup page on Facebook. Her appeal, with the photo on the right, was spotted by our George colleagues – and they ask...
See More",March 4,641 Comments932 Shares,19K,asda
418,"Got your plan sorted?
Share More Love this Mother’s Day, with 100s of gorgeous gifts to suit any budget.
Available in-store and online: http://bit.ly/2CQ9kxQ",March 1,163 Comments30 Shares18K Views,93,asda
419,"Got your plan sorted?
Share More Love this Mother’s Day, with 100s of gorgeous gifts to suit any budget.
Available in-store and online: http://bit.ly/2CQ9kxQ",March 1,163 Comments30 Shares18K Views,93,asda
420,"Our new Free From Hot Cross Buns have been getting lots of people talking.
Alice shared these pictures on Instagram and said: ""Very impressed ... they're gluten and dairy free and suitable for vegans but still taste yummy!"" Pick up a pack for £2 in selected stores.",February 28,2.3K Comments981 Shares,7.3K,asda
421,"Our new Free From Hot Cross Buns have been getting lots of people talking.
Alice shared these pictures on Instagram and said: ""Very impressed ... they're gluten and dairy free and suitable for vegans but still taste yummy!"" Pick up a pack for £2 in selected stores.",February 28,2.3K Comments981 Shares,7.3K,asda
422,"Our Falmouth store's community champion Lisa donated these toy medical kits to the wonderful staff at the Royal Cornwall Hospital to make visits to the hospital less daunting for children.
The hospital's play team use dolls and the toy kits to help children understand the treatment they're receiving. Lisa said: ""I've got two children who had operations at a young age, so I remember how much this type of play helped them understand what would happen – and jumped at the chance to help when they asked for our support."" Read more: http://bit.ly/2EXYKqq",February 27,85 Comments156 Shares,3.5K,asda
423,"Our Falmouth store's community champion Lisa donated these toy medical kits to the wonderful staff at the Royal Cornwall Hospital to make visits to the hospital less daunting for children.
The hospital's play team use dolls and the toy kits to help children understand the treatment they're receiving. Lisa said: ""I've got two children who had operations at a young age, so I remember how much this type of play helped them understand what would happen – and jumped at the chance to help when they asked for our support."" Read more: http://bit.ly/2EXYKqq",February 27,85 Comments156 Shares,3.5K,asda
424,"Three-year-old Ruby looks supercalifragilisticexpialidocious in her Mary Poppins costume – which she's looking forward to wearing on World Book Day on Thursday.
Mum Grace shared this fab photo on Instagram and said: ""Thank you Asda for having such lovely outfits in store and things we’ve not seen anywhere else. We LOVE Mary 🎩🌂🎀."" Take a look at our range of World Book Day outfits for kids and adults here: http://bit.ly/2HDz6ZJ",February 26,880 Comments486 Shares,17K,asda
425,"Three-year-old Ruby looks supercalifragilisticexpialidocious in her Mary Poppins costume – which she's looking forward to wearing on World Book Day on Thursday.
Mum Grace shared this fab photo on Instagram and said: ""Thank you Asda for having such lovely outfits in store and things we’ve not seen anywhere else. We LOVE Mary 🎩🌂🎀."" Take a look at our range of World Book Day outfits for kids and adults here: http://bit.ly/2HDz6ZJ",February 26,880 Comments486 Shares,17K,asda
